star,comment,lable
5,阿米尔汗就是印度电影的金字招牌，而且他每部电影都反映了印度方方面的问题，从《三傻》反映的教育，《我神》反映的信仰，到这部《摔跤》前一半反映了印度女权问题，后一半更像是父爱家庭人生的混合体，但这部电影的动作戏真是帅爆了，很精彩，没得说，8.5分应该不过分！！,1
5,当查到两个女儿的演员并不是职业摔跤手时我惊呆了，这是一部市场经济主导的天朝电影界永远拍不出来的电影，女演员根本没有档期练什么摔跤，也不可能真的剪短发，更不可能有一线巨星为了演发福真的去增重，再为了一两场戏花五个月的时间减掉50斤。我们只有白百何的假头套和刘德华的大块头套装。,1
4,“不是技术老了，是爸爸老了”，父女摔跤那段确实催泪，说是近几年最好的印度片也不为过。不过教练和父亲那条线挺没说服力的，剧情冗长也是印度本土电影的通病，不接近三小时都不叫电影。以及，整个华语影坛都很难找出一个像阿米尔·汗这样敬业的演员。最后，温室里的花朵都会给本片打低分，不信你看。,1
5,最惊讶的是放印度国歌的时候电影院几乎所有人都站起来了。。,1
5,我的印度女同事说:I wonder -- why didn't my father bring me up this way.,1
5,能做到不打小孩、还会跟小孩说你很棒这两点的爸爸就算杀人放火都是好爸爸，就算杀人放火每个月小孩都会去牢里看他,1
4,与眺望好莱坞望洋兴叹不同，这个印度电影，大概是中国电影人觉得自己应该可以能够拍出来的。但很遗憾，他们没有。最难得的可能是演员（尤其是女儿），因为也有不少华人影星试过弹簧变化的，但大多就是胡须拉渣讲口方言忧郁深沉而已，真正愿意为一部电影付出的，太少了。俗套不可怕，俗套最可靠。,1
5,热血感人的运动片，三傻之后又一部激起强烈共鸣的印度电影。印度的童婚比例极高，看似封建的爸爸辛格，实际给了女儿们追求梦想，寻求男女平等之路。同属亚洲影坛，印度韩国电影都发展迅速，国内啥时能多些具有社会意义的好片？,1
4,阿米尔汗这身材的蜕变太敬业。7.9,1
5,这摔跤太intensive了，而且实打实的感觉，简直全片无尿点，求生男孩那段也笑喷了，演员真是不容易，太敬业了。剧情其实中规中矩，但是放在印度背景下就有现实意义了。另外，侄子真是太萌了，从小萌到大，又呆又萌，老被欺压，太可爱了！,1
4,整部电影传达的主题分不清是父权还是女权，还可以深挖，父亲对体育精神的理解也会有争议，但不能否认的确是部很好看的电影，燃点集中，泪点恰好。很久没看过这么激动人心的院线电影了。,1
4,Geeta小时候参加野比赛真是太帅了，想去印度看野比赛。英联邦最后一场我心里一直回荡包租婆的一句话“你还记得有个从天而降的掌法吗？”。关于女权还是反女权，看完觉得吧是达拉斯买家俱乐部那种价值观。从自利出发，中途发现不公，最终帮助平权,1
3,看之前期望太高。印度实在太落后了，这么错误的教育方式都变成了进步。好可悲……强烈的父权让人恶心，本以为中间会有转折。让我想起日本动画里那些从小被培养的机关枪少女杀手。阿米尔汗制片又主演，导致节奏特别失衡。因为之前看过一个摔跤主题les porn系列，每次女女摔跤时都觉得像在看A片。电影节,0
3,电影技巧一流啊，一流的导演编剧演员摄影，也很符合当下印度的社会大背景，但是，比起“你要赢”，我更喜欢的父爱是“即使你再平凡，我也以你为傲！”。,0
3,去看看《狐狸猎手》吧,0
5,毫无疑问的神作，这么无聊的故事，竟然拍得如此妙趣横生激动人心！看完长叹：多少人碌碌无为，是因为童年无忧无虑,1
4,带我爸妈去看的。他们有较多感慨，我的感慨基本在看前都被人感完了，所以还好。,1
5,是的，有人喷这电影极端，偏激。就像在中国为女性争取点什么的时候一不小心也要被喷田园女权。然而革命的路上不稍微偏激一点怎么可能成功？到时候再矫正啊。有温和革命这种东西？何况印度是全球女性危险程度第四的国家，最狠的骂人的话就是：“祝你生个女儿。”  为我男神爆灯！不但能演！还有思想！,1
4,人物简单，砍尽支线，所有的情节转折都以人物变化推动，所有的人物变化都以体育比赛推进，干净明确专注，亦不乏细节幽默和社会关怀。比赛都拍得好看，摔跤项目的宣传片一刚。最后一场比赛让爸爸离席，又拔了高度。内容，形式和意识上都很好。就是印度片“过长”的毛病三百年内看来是改不掉了。,1
5,伟大的运动员和父亲，为了女儿的未来和梦想不断奋斗的励志故事。在妇女地位低下的印度，父亲的做法无异于在挑战社会世俗，面对种种不理解和困难，他的坚持为女儿们带来了荣耀和人们看法的改变。据说真人事迹更加精彩。,1
2,不值高分。最大的原因就是分明是用一种束缚去摆脱另一种束缚。对于男主的两个女儿来说，其实依然没有选择。可能它在印度的语境下有一定进步意义。但从我有限的视角来看，可能拍徐云丽怎么成为VIP更吸引人。,0
3,阿米尔汗的片子总能骗取我的眼泪。不过打着捍卫女权的旗子，片中处处展现出的确是父权和男权，一直在说爸爸的梦想，可考虑过女儿的想法？只是成功了被人膜拜而已。别认为是2017的三傻。,0
5,哭成狗。,1
4,剧本工整扎实，技巧上也很娴熟，其实把“父亲将个人意愿强加女儿身上，美其名曰为父爱”这个争论点选择性忽略掉（我也纠结了很久，但看完觉得从另一种角度而言它又是拥护女性独立的），这部电影还是非常可爱且精彩的，既有印度乡村生活的平淡有趣，父女关系的委婉细腻，当然也有竞技精神的热血澎湃。,1
5,印度的电影都能把女权拍的这么有代入感的时候我们的北影还在为教授逻辑感人地辩护，真是满腔憋屈无处发泄。,1
3,一开始两个女儿很不理解父亲，一个同龄人和她们说你们的父亲其实是爱你们的，不然只能像我这样早早地嫁人生子，然后她们就彻底转变了对父亲的看法。商业片在处理人物心理变化的时候总是这么草率。以及，这两种人生真的有明显的优劣之分？,0
5,非常商业片的剧情走向，但整体节奏流畅舒服，然而现在印度都在拍平等看待女性、无为的官员，我们却还在打鬼子,1
4,业精于勤而荒于嬉 伏线埋得不做作 一气呵成不啰嗦,1
4,競技場面確實拍得好看。為了顯得政治正確，把父權壓制和民族金牌成功學用解放婦女做了下包裝，其實是轉移了視線，本質上還是靠民族主義在煽情。3.5,1
4,其实侄子才是最可爱的不是吗！（总在想二女儿会不会觉得自己受到了冷落，瞎操心）,1
3,阿米尔汗的片子总能骗取我的眼泪。不过打着捍卫女权的旗子，片中处处展现出的确是父权和男权，一直在说爸爸的梦想，可考虑过女儿的想法？只是成功了被人膜拜而已。别认为是2017的三傻。,0
3,一开始两个女儿很不理解父亲，一个同龄人和她们说你们的父亲其实是爱你们的，不然只能像我这样早早地嫁人生子，然后她们就彻底转变了对父亲的看法。商业片在处理人物心理变化的时候总是这么草率。以及，这两种人生真的有明显的优劣之分？,0
3,虽然是女权主义电影，但是其实是非常传统的家庭非常霸权的爸爸……这算什么女权……,0
5,哭成狗。,1
3,内容简单，题材讨巧。有的地方会打动你，但你知道这并不是艺术水平，而仅仅是因为那一段讲述的东西契合所有人的泪点。,0
2,建制派勵志片告訴觀眾：女性遭受的苦難，有且很可能僅有兩種途徑化解。1. 祖國的榮譽，2. 父權的夢想。雖然這部電影的女演員選得不錯，但我不喜歡這部電影。而且也多虧對白是一項大家不懂的語言，要是普通話念出來，觀眾早白眼了。,0
5,印度的电影都能把女权拍的这么有代入感的时候我们的北影还在为教授逻辑感人地辩护，真是满腔憋屈无处发泄。,1
5,非常商业片的剧情走向，但整体节奏流畅舒服，然而现在印度都在拍平等看待女性、无为的官员，我们却还在打鬼子,1
5,夜场的电影院也有许多观众，一半是男性，没有外国人全部是中国同胞，但我们的掌声一次次响起，这阵阵掌声，又是为谁响起的呢？是为印度，为印度电影，为印度女性，还是为所有女性同胞而来的掌声呢？,1
5,看了三遍，非常棒！燃！嗨！P.S：不看社会背景不看片就瞎逼逼女权的请滚粗！,1
5,没忍住，看到凌晨零点半，太他喵的好看了,1
4,真牛逼 明明知道都是套路,1
4,挺燃的，虽然都是套路，立意被手动拔高了，但是摔跤戏拍得真是好看啊！！！,1
5,印度电影在国外片里还是能占有一席之地的。不错的片子！,1
4,我们什么时候也能将体育片拍成这样？不止是一味煽情，一味歌颂……人家也拍得认真专业，把个以前大家看到就是肉搏来肉搏去的摔跤也拍得技术流，门道展现给你看，观众都成为了内行，这样最后夺冠之旅才能看得投入，紧张，热血沸腾。,1
5,该有的全都有，完美类型商业片。,1
4,非常棒的一部片子，值得一看。,1
5,看完回家大老师把二胡拿出来擦了擦。,1
5,套路怎么了？谁说好电影就必须求新求奇避免套路？事实证明把套路用好了一样能让观众心潮澎湃！还有这个电影怎么就父权了？把父亲强势和父权划等号真是偷换概念，我看到的最多就是一个父亲为了实现梦想对女儿过分严厉而已，而这也是在父亲见识到了女儿天赋的基础上。,1
4,中国电影不如先追上印度电影再说,1
3,"这种片子，理论上国内也可以拍。
实际上，你懂的",0
3,两星半/问题不在性别而在于极端的孤立片面。开头矛盾呈现比《百鸟》丰满，然而之后开始滑坡，到最后一刻都没能突破“爸爸是对的”的框架。因而其他每一个人物都抓马夸张符号化，全部为男主服务。这时候反而见出《愤怒的公牛》主人公极端中心却没磨灭人物间对话可能性的高妙。其他还不错。,0
5,先占个坑，阿米尔汗的片子一定要看啊～看了预告觉得是部好电影，bgm很配，男孩女孩不管是谁得冠军都一样，这种思想在印度特别应该推广，看了回来再写评论～,1
5,我觉得价值观并没有问题,1
5,太好看啦，我情不自禁地一直鼓掌！,1
4,厉害，摔跤这么不性感的运动都拍的这么好看，又燃又感动。,1
4,中间那个结婚的小女孩难道是林心如给配的音吗，我不行了。另外，拿这部片子批判父权有意思吗,1
2,坚决打倒以各种套路包装的、倒行逆施的民族主义和父权思想！,0
5,谁说女子不如男！,1
2,分数虚高的可怕，太套路了，所有感动和转折都经过精密计算，谈不上什么影像创造，就是个故事，这不值得骄傲。在印度的现实背景下电影自然承担了部分现实功能，这个不否认。,0
5,2017.04.20 最爱镜头：吉玛结束日常训练后随意拨拢短发，头发上残留的沙在夕阳下飞舞。不可否认本片套路满满，但你无法忽视隐藏在深处的印度社会的现实，以及导演努力呈现的父与女，或者说家长与孩子之间的奇妙链接。,1
3,致因钟爱阿米尔汗且被各大公众号狂推而想看此片的小伙伴们:建议把此片资源删了。风格平淡！价值观扭曲！完全不是之前的风格！我用两个半小时时间不是为了看你奥运拼搏精神的！跟十多年前的国产奥运片相比，除了活儿细点，毫无区别。,0
5,好看好看好看！如果不说明真人真事，会觉得真能编啊，编得真离谱啊！可总有一些人就是那么可歌可泣惊天动地。,1
2,如此父权社会，要比电影本身的无趣、冗长、强行煽情抢眼的多。女儿的成功是由“去女性化”和代替父亲完成梦想而来的，不过这多少是种“肉糜”视角，代入到当下印度社会，这已经是种反抗了。,0
5,在电影院哭得上气不接下气，强控制住自己想鼓掌喊好的冲动，紧张的好像亲临赛场看一个从小看着长大的孩子比赛，国歌响起的时候想跟着唱却发现不会，已经融入的彻彻底底……译名对不起这部电影。,1
4,非常好看，阿米尔汗的电影，我觉得这部比三傻好,1
4,“爸爸不可能每次都来救你”。,1
4,不错的片子，很现实,1
4,三驳父权论者：1.不仅竞技体育，包括音乐舞蹈等等各行各业的佼佼者，有几个不是被剥夺童年而苦练成才？2.在印度社会女性成才成名难道不比普通人地位高很多？3.如果父母亲形象对换，会有母权吗？？,1
4,以布尔乔亚的双眼来看，它的确是彻头彻尾的伪女权，立意上也不比《飞鹰艾迪》这种反类型竞技。但它更贴近第三世界的大部分真相，没有无公害的梦想，竞技体育中第二名就是最大的输家；也没有单线程的感情，父权（在很大程度上）本就是混杂着私心、专制、爱意的奇怪产物。,1
5,很喜欢，阿米尔汗的敬业程度令人感动，这部电影传递的观点也非常正能量。泪目。,1
3,一般吧，没啥特别的,0
5,能将套路发挥到极致也并不是容易的事，而本片在制作、剪辑、配乐、表演、摄影等各个方面都做到了无懈可击。其中歌曲的运用与剧情完全融合在一起，唱出来的歌词显然比国内干巴巴说教的台词自然的多。不论戏内真实人物的励志还是戏外真实演员的努力，都非常令人敬佩~,1
5,没想到摔跤会被拍得这么有趣，励志燃哭，看下来眼眶湿了三次,1
4,骂父权的是生活在真空里，还是3岁就打算好自己的未来了……改变命运的力量真的有很多种吧……,1
4,印度电影越来越有质量，也还是离不开演着演着强势插一首歌曲的风格。爸爸为了梦想，也看中女儿的天赋，教她们本领。女儿为了不像一般女子那样结婚生子一辈子交代下去而顿悟，奋发图强。天才家庭的故事，交代的很清楚。,1
5,即使遍删歌舞依然是歌舞片。节奏迷人。既至大至刚大而化之，又细碎微妙着意经营。歌舞电影最能看到波粒二重。娑婆世界，赞叹赞叹。,1
4,完全就是一个非常套路的体育励志片，父亲为梦想，女儿为实现自我，双方在竞技场上通过比赛最忠收获成功赢得尊重的故事，阿米尔汗的演技让人印象深刻，剪辑非常出色，后半段的比赛动作场面丝毫不觉得冗长，感觉那些喷电影三观的都TM是傻逼，这是印度社会的大环境，导演并无意强调父权至上，瞎JB喷太脑残,1
5,晚上11点多刚看完，满场，买票的时候只剩最后一排了,1
4,前半截非常一般，像一篇普通新闻报道一样（到这里我要夹叙夹议了），体育学院的问题是真问题，父亲的权威和见识一旦落败，才是真正打动人的现实。不过电影还是鸡汤化了，结尾总归是节奏好，把摔跤比赛拍出紧张感，收了个五星的尾。,1
4,这部电影是一部技术上很成功，然而我并不十分喜欢的片子。节奏控制得非常好，找不到一点拖沓之处。摔跤比赛场面充分运用蒙太奇，气氛渲染很出色。但是，片子里老爸永远是对的，女儿只有留短发才能赢比赛，这种非常保守的价值倾向，让我感觉像在听道学家说教一样，很不舒服。,1
4,关键是拼爹，有个好爹肯教，有两个好女儿肯学，有个好妈肯忍，有个好弟弟肯陪练间卖苦力。。。so，能够长期陪伴且因材施教的好老师最关键！！！,1
5,好看。140分钟一点都不觉得长。,1
5,侄子小时候挺可爱一正太怎么长大这么残念，以及教练如此反派结局居然毫无笋丝(? ?︿ ??),1
1,豆友们你们简直是在搞笑,0
5,在影院憋尿150分钟看到终场。阿米尔汗三部电影，三傻说教育，我神说信仰，《摔跤吧，爸爸》讲竞技。题材不同，讲的却都是执着。这一部说的是谁说女子不如男的执着，更是父爱的执着。戏里戏外的执着，才成就了阿米尔汗的一系列电影吧。,1
4,一个标准的好莱坞格式的印度电影，但是仍然看的欲罢不能，情节和价值观跟印度的社会现状结合的非常紧密，笑点密集，结尾煽情的厉害，但是他的主体价值观和象征性意义非常棒。影院观看效果加成的很明显，摔跤戏每一下都重重的砸在你心上。大陆版删减了20分钟，估计是村民的奚落和训练的过程。,1
5,我对摔跤运动很不了解，觉得就是两个人在地上拱来拱去。看完之后，我被动作戏深深地震惊了，没想到摔跤也能摔得这么漂亮。,1
5,在印度女性选择职业的方向是很受限制的，只有打破常规才能有更多的选择，强力推荐，我是看了三遍的!,1
5,真正的父亲是用行动帮孩子发现自己最精彩的瞬间！阿米尔汗的中年大叔完胜！,1
5,谢谢「阿米尔·汗」为我贡献了一部人生最爱的电影之一的《三傻》后，又让我收获了一部继《爱乐之城》后看到的最喜欢的电影。—— 在自由搏击→《勇士》，F1赛车→《极速风流》，棒球→《KANO》后，又一部我不太感兴趣的体育题材却把我看得热血澎湃、激动不已的电影。—— 吃得苦中苦，方为人上人。,1
5,又哭又笑，宝莱坞的bgm超级棒。在平权基础这么差的地方真实的故事真是难得。虽然是父权之下的开始，但最后是她自己对抗了命运。真正的#HEforSHE#啊结束了还见到了主演先生好值呀。,1
5,不论最初是不是一己之私，两个女儿的确过上了跟印度其他女性天壤之别的生活。并且，我绝对不会相信，若是没有一点热爱，一个人能被逼成世界冠军。,1
3,63/100 个体对抗体制的一次热血的碰撞，但胜利的个体一方最终还是依靠升国旗奏国歌来实现个人价值，还真有点讽刺的味道。电影中的父权表现可能是一种崇尚宗教的变相表达，毕竟宗教总是理想父母的升华。另外，完全不含蓄的剪辑、摄影甚至表演确实看着不累，但也仅此而已了。,0
4,故事一开始只是为了实现父亲的梦想，女儿不理解为什么自己要这么辛苦，直到小姑娘结婚让女儿明白应当主宰自己的命运！中途因为自己的成绩女儿也有过一段时间迷失，最终找回了方向证实了自己也实现了父亲的梦想！非常好非常励志的一部片，比赛的部分拍的很好让人紧张无比的同时热泪盈眶！,1
5,豆瓣某些扯三观的短评真是搞笑。估计你们眼中的正三观就是把自己的女儿培养成生育工具，等到她们长大后来悔恨你们一辈子。,1
4,非常工整的运动故事。尽管构架并无出奇之处，但丰富真实的细节和精彩可信的运动场面，让它成为了一个扎实的、属于印度的运动故事。以及，豆瓣的伪女权果然十分善于自证。,1
5,迟迟才看，中规中矩，毫无惊喜。但是，观影过程中把女权、父权都忘光了，完全沉浸在了体育竞技之美中。训练是痛苦的，但一旦体会到了搏斗和竞技的乐趣，很难再放弃吧。父亲的梦也成了自己的梦。,1
3,你们摸着良心说，有那么好看吗？,0
3,印度电影导演首先是一个MV导演，这片子的歌舞部分剪辑的都不错，也没太传统式的脱离环境的唱跳，印度电影越来越跟国际接轨，这是大趋势。两个多小时的片长还是不够俭省，看的有点累，剧情衔接也确实俗套，但好在印度人拍电影的精气神特别足，这点很鲜明，而且在笑点的控制上很克制，总体来说很成熟了,0
5,看的无删节版。虽然最初的路是父亲量才施教所选的，但婚礼之后的每一步都是女儿自己走的，最后独立战胜对手的情景更代表了真正的独立,1
4,套路的地方很明显，但是该打动人的地方也都做到了。看的时候心想，有巴比塔这样的女儿难道不是父亲的骄傲吗，就算她天赋平平，可是她这样敬爱父母友爱姐妹，有这样的孩子多好啊。,1
5,父爱无涯，女权兴起。没有歌舞，很有深度。刻苦奋斗，勤勉不辍，基础要打牢，进攻是最好的防守，功夫的最高境界就是此处无招胜有招！,1
5,传记片拍得如此的热血和成功，不简单！,1
4,片子的立意我不能接受，虽然励志片但是并不能感动我，也算是一个好片,1
3,三星半。非常标准剧作的运动传记，很套路很传统，不过与好莱坞剧作比节奏略显拖沓（太多的蒙太奇过渡段落），主题升华得也比较突兀，但无疑是好看的，很燃也欢乐。摔跤的戏拍的是真惊心动魄。,0
5,没有了载歌载舞的印度电影好看的不得了啊！！！,1
5,身为亚洲邻居，看到印度的高质量类型片很难抑制打五星的手。虽然还是体育题材套路，父权过强削弱了女权表达，但是整体就是这么顺畅动人，每个关键情节都足质足量，摔跤戏干货满满，演员们也稳。好的运动片能见人性、见真情，它都做到了。这种用高完成度fulfill套路的片在我国还是太少。,1
5,除了价值观加成，也是整体完成度非常高的一部电影。预告片到全国冠军为止了，下半部女儿并没有披着主角光环一路开挂，国际比赛困难更大。单看绝处逢生几场比赛，比分非常抓人，也是洛奇级别的好片。最后所有伏笔都合拢的一刻，我都想替剧场里的印度人站起来鼓掌,1
5,真的很不错，励志啊！充满正能量的东西看起来很爽！,1
5,节奏把握得太赞了！抛开国情谈父权压迫很可笑,1
4,基友觉得这片子三观有问题，自己的梦想强加在孩子身上。我觉得对比14岁就嫁给没见过的男人一辈子围绕生孩子（儿子）和锅碗瓢盆，就算是强加的梦想也是梦想，当然前提是发现女儿的摔跤天分。如果女儿喜欢画画音乐跳舞而爸爸非要她练摔跤，那才是真的有问题。阿米尔·汗无愧为印度的良心。,1
5,风格显著的印度式电影，一贯的歌舞表演，可是完全不会腻烦。新奇好玩，热血又很感人,1
5,青春摔跤两难全：虐童训练，剪发立志，热血女子兵扫荡众爷们；师徒决斗，密室国歌，主旋律摔跤父女情，生男生女都一样。印度电影的各种过度戏剧性的刻意夸张问题都有，但把摔跤拍得那么过瘾也很少见,1
4,既承认自身的局限，又不忘时刻自省，这才是与女性共呼吸的真女权。,1
3,。。。。。。,0
3,尽管拍得清楚流畅，但本质仍然与我国的众多打擂片一样。我没能笑出来，也几乎没有激动。至于女权和民族主义，可能是近年看奇坦?巴哈特的书看太多，对此类题材已经感脚过载；况且，大概对于现在的印度，能使大家注意到这些话题，还是远比有否正确输出价值观更为重要的事。,0
5,虽然是在父权的引导下所造就的一切，但是很庆幸，父亲为她们选择了正确的道路，而这条路本身的意义已经超出了它所承载的范围，上升到女性独立的高度。160多分钟完全不觉得冗长，剧情流畅自然，歌舞映衬相得益彰，竞技场面更是扣人心弦，热血沸腾，结局让人湿了眼眶。,1
5,印度片越来越牛了，莫非国家不幸诗家幸，改变国家的电影总是这么好看。不过相比韩片这几年的套路化和过度煽情，印度片总能用喜剧和载歌载舞的方式打动人心，而且《摔跤吧爸爸》更多了热血运动的元素，五星满分。,1
3,我觉得体育励志类电影早已进入必须解构的时代，所以特别喜欢《挑战星期天》《狐狸猎手》《乒乓》——核心是赢或输意味着什么。如果是：为国家、信念、种族、性别而战，很难跳出窠臼的。三星半,0
3,中规中矩的励志片，让我对摔跤多了一些了解。看完还挺想学打架的。,0
4,哈里亚纳邦这个印度内陆的穷邦乡下，父权在丑陋传统的映照下也显得如此有正义感了，成长变得艰辛且无奈，能有勇气反抗命运的人少之又少，父亲身上浓重的家长作风和权威意识也是对抗的唯一手段吧，后半部民族自豪感煽动力量太过于强大了，印度体育的崛起在冗长官僚和落后体制下还需努力呀,1
5,一个承载了各种各样命题的电影，剧本高度完美和成熟，羡慕，我也想写出这样打动人的故事。想到以前看的中国举重女运动员的故事，清一色的穷苦孩子，心酸。,1
5,这可真是实力级的表演，影像和音乐也相当棒。,1
4,可以说是“剧情单薄”、“直男癌”，但是看着就是爽。 类型片肯定有套路，有套路就有天花板，但是在天花板下面做到极致，让观众爽，就是功德。 btw：让我对摔跤运动有了兴趣，下次奥运会什么的可以多看看。,1
3,电影没啥可说的，娱乐和文化特色都到位，扎实。可能故事本身太传奇性了，有些地方反而显得生硬不自然以及明显煽情，比如14岁结婚女孩的一段话导致的转折，比如爱国似乎一直停留在嘴上，比如爸爸谋生方式的不明和突然成为全国冠军经济问题就解决了，那当初爸爸也是全国冠军啊。。。还有教练全错。。。,0
5,周末两天分别带着两边的爸妈都看了，哭了两遍。这片儿适合全家。,1
3,在北美补上，和去年的《湄公河行动》一样，是一部燃了大众却没能燃我的片子。不知是不是摔跤运动不比拳击，受挫后反击的力量弱了些，也就对电影发展的节奏步调推动力一般。即便它基于真实事件且滋长于印度这片“受伤的文明”土壤。,0
4,体育题材的励志片，燃点和泪点的确会比较多，在这么特殊的环境下，更是会让人感动。好看，但不值5分。,1
5,印度的民族觉醒和言论自由，让他们在意识形态上完全超越了中国。,1
4,女权VS父权，父权完胜。黑了体育总局和国家体制，光这一点中国就拍不了。俗套的转折和煽情都完美。印度国歌响起的时候我竟然哭了，真羞耻。,1
4,所有人都一直在摇头实在太困扰了（當然看哭了,1
5,体育传记题材居然能把故事讲得这么精彩，高潮迭起，节奏紧凑全程无尿点，2小时20分不觉长。该煽情的地方被煽到了，戏剧化的情节也不反感。编导演都好厉害。,1
5,阿米尔·汗为了演好片中19岁、29岁、55岁三个年龄段，阿米尔·汗先是增肥25公斤，再5个月练成摔跤运动员的健美身材，所以这部影片是倒着拍的，演员为一部电影付出了增肥减肥双重挑战，值得敬佩！,1
4,用好莱坞的标准看，这就是各方面非常合格的励志类体育电影，用中国电影的标准看，这就是神作，跟大圣归来的感觉差不多。,1
4,没毛病。不过这种电影，国内能拍不少吧：奔跑吧，刘翔；跃起吧，郭晶晶……,1
5,又逗又励志的片子，有笑有泪,1
5,什么时候中国能出一部像这样的电影 我保证号召身边所有人去贡献票房 几刷都没有问题,1
5,电影节执着地抢导演见面场没抢到，其他场次要么时间冲突要么嫌弃路太远，然后在院线上映的第二天看得全程连喊带叫带哭地从万达滚了出来。太他妈燃了！这样的电影，千万不要先看下载，千万要把第一刷留给影院。20170506北京槐房万达影城6厅,1
5,虽然剧情起承转合生硬（也可以说就是印度电影的一贯风格），但是看到最后字幕出来我已经哭成sb了，一路吸溜着鼻涕打着颤去的厕所。以前说女权女权总是有点理论大于现实，最近实实在在体验到了根深蒂固的歧视后感觉电影里的两姐妹和爸爸太牛b了，经历过的肯定远远不止于电影里轻描淡写的一小段,1
5,还是得吐槽一下这个中文影片名。是在模仿《翻滚吧！阿信》么？？在印度这个男权颜色极为浓厚的国度，这部影片以体育传记为载体，记录着阿米尔汗下狠心苦心栽培两个女儿成为优秀的摔跤手，同时向世人展示着男女平等之期望。上半场结束，中场休息来占个楼，全场印度语且无字幕，还是很欢乐。,1
5,无论剧本，技术，还是演员都可给五星好评。已经很久没在戏院看过这么靠谱的电影了，这点也值得滴几颗戏假情真的眼药水。前部分我也厌恶父亲这种强权式教育，但后面的情节不但说服观众，也让父权的父亲站在女性立场为女性打气。在印度这种女性地位极其低下的社会，却有这样的主流电影，令人羡慕。,1
5,印度拍出了体育题材的女权电影，我们在办女德讲座,1
5,跑完步回来，领导给我说我瓣里又把这片上升到父权问题的激辩了。我觉得这得考虑国情吧。要是一个北欧男编剧写出这样个本子，估计他的大纲刚写好，他就被自己老妈老姐老妹老爹吊起来打了。搁印度，这片的三观真还算先进。搁我国的话，得分地方，在我瓣当然是落后的了。。。,1
5,很喜欢最后“你的对手是所有印度看不起女孩子的人”这样一个观点，虽然这个观点其实是中途偷偷换上去的…感觉宝莱坞的电影一旦打算要捧一个角色，就会一根筋的捧他，同时一根筋的婊和他意见相左的人，电影本身很不错，尤其是片中几场比赛，呈现出的视觉效果非常硬派及畅快，甩那些花架子功夫片好几条街,1
4,挺好的一部电影，电影名字怎么这么弱智,1
5,20170127.如果这个爸爸不是阿米尔汗，估计会被各种喷的吧。用子女来实现自己的梦想当然是容易争议的点，但或许有些人生来就不是为自己而活的，注定要载入历史，因而必须承受别人所不必承受的苦痛。,1
5,说姜文用力过猛的  那只能说明您受功不够 受用不起！,1
4,承认爆米花式的好看不行么？别分析政治隐喻了不如去分析下百年孤独更给力。这次是冯小刚式的姜文，不是国产大师不是救世主，他是凡客。。。,1
5,要是姜文拍完这部电影就宣布退休，他会被封神。,1
4,开篇大四喜，尾声单钓将；麻筒子连七对，汤混子全不靠，四万字无番和；大三元影帝，清一色男配，花牌周韵，自摸姜文。,1
5,“有人问中国最伟大的人是谁？人民说是他，他说是人民。正确答案是人民，但他若不曾出现，是不会有这个答案的。”,1
5,姜文说，我想站着把钱挣了。他做到了。结尾处的那句 没有你，对我很重要。怎么解读都不为过。,1
4,并不是所说的那么出色，被过誉了。横向比很棒，纵向比是姜文几部作品中最差的,1
5,拍个虎虎生风，拍个一日千里，拍个恍若隔世！,1
4,这个电影很好玩，重复看会发现很多隐藏线索，麻将面具也很有意思，最后还有惊喜，挺好看的,1
5,牛着逼！,1
5,行了，装逼一次，继段奕宏，姜文再一次满足了我对男人所有的幻想。操，嫉妒周韵。,1
5,20210315改五星，当年是真的没看懂，很隐晦，现在回看越来越觉得我不适合生活在现在这社会上了。哦对，为什么回看？因为发现现在很多社会事件拿里面的对白都可以解释。。。。,1
5,谁赢他们帮谁，但是他们不明白，他们帮谁，谁就赢。人类不感谢罗辑，同样的，人民也不感激牧之。,1
5,姜文这种黑色幽默式搞笑时不时会出现在他的作品中，这部尤甚。,1
5,再晚几年拍就过不了审的,1
5,国泰电影院早场「让子弹飞」全场爆笑四十多次，片尾观众自发鼓掌，这是姜文私版的「革命往事」，大家都让他站着把钱挣了吧，虽然影片有一些明显的问题,1
3,仍然有浪漫的想象、癫狂的审美、极致的表演，然而姜文这次说，他要让所有人都看懂，于是他不放过对任何细枝末节的解释。当彪悍的人生开始解释，所以，情怀没了，诗意没了，理所当然。难道所有导演的审美都要假装去迎合观众而连带着水准一起拉低？好吧，那市场胜利了，这下子都能看懂，都能笑了。,0
3,姜文玩出来的电影，从头到尾都很放松，或者是太放松了，节奏总有点怪，有些情节也太儿戏。对白也不好，细节不如《鬼子来了》那么智慧，即便如此，这仍然是今年华语片最棒的。或者只能怪剩下那些太面货。请千万一定尽量降低期待。重看一遍，感觉这片舞台味真重啊。,0
4,“走路不要太快，会扯着蛋。”这是一部溢满荷尔蒙的火药桶，这是一部会带来核动力反应的影片，震撼所有人，并且持续许久。130分钟的影片满是高潮，全场观众从头沸腾到结尾，不断的笑声、不断的掌声。无论哪个演员都表现的十分出彩，台词幽默精致，结构紧凑、首尾呼应，唯独缺少一丝控制。★★★★☆,1
4,三四年前看的，只记得全班人一起笑得跟傻子一样，挺不错的电影,1
